Site-name,url,datetime,data,twitter,facebook,other,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-an-indian-millionaire-shower-dollars-to-celebrate-narendra-modis-victory/articleshow/69539094.cms,2019-05-28T15:49:32+05:30,The video is being shared with claim that it happened after Modi's victory in Lok Sabha elections.,https://twitter.com/RajivMessage/status/1132052990477701120,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Frideordie.kush%2Fvideos%2F10213889619496345%2F&show_text=0&width=560,https://static.toiimg.com/img/69539095/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-bjp-mp-from-karnataka-tweets-fake-news-about-death-of-teenager/articleshow/69531582.cms,2019-05-28T12:06:43+05:30,Shivkumar Balram Uppar was hacked to death for protecting cows from cow smugglers,https://twitter.com/ShobhaBJP/status/1132649540484341768,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-news-about-sanath-jayasuriyas-death-is-a-hoax/articleshow/69520250.cms,2019-05-27T16:48:55+05:30,Claim that Sri Lankan cricketer Sanath Jayasuriya died in a car accident,https://twitter.com/Sanath07/status/1130789245457555456,,https://static.toiimg.com/img/69520843/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-rahul-gandhi-won-wayanad-constituency-with-lead-of-854297-votes/articleshow/69493620.cms,2019-05-25T14:10:15+05:30,Rahul Gandhi won Wayanad with a lead of over eight lakh votes,,https://www.facebook.com/RameshSharmaOfficial/photos/a.1152177324803740/2342919492396178/?type=3&theater,https://static.toiimg.com/img/69493756/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-man-crying-inconsolably-over-getting-5-votes-is-wrong-about-it/articleshow/69475430.cms,2019-05-24T11:55:38+05:30,Neetu Shutteran Wala got only five votes in Punjab's Jalandhar constituency,https://twitter.com/_xLNc/status/1131463745299832833,,https://static.toiimg.com/img/69476271/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-navjot-sidhu-say-hell-quit-politics-if-rahul-gandhi-loses-amethi/articleshow/69468625.cms,2019-05-23T21:36:13+05:30,Navjot Singh Sidhu said he will quit politics if Rahul Gandhi loses Amethi,https://twitter.com/MomentsIndia/status/1131564280413872129,,https://static.toiimg.com/img/69468959/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-men-with-laptops-were-arrested-from-evm-strongroom-in-chhattisgarh/articleshow/69444186.cms,2019-05-22T17:09:12+05:30,A newspaper clipping is going viral with an intent to make it appear that three men with laptops were arrested inside an EVM strongroom in Chhattisgarh's Bastar during Lok Sabha Election 2o19. ,https://twitter.com/ANI/status/1070770134783049728,,https://static.toiimg.com/img/69444738/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-anil-ambani-withdrew-defamation-suit-only-against-priyanka-chaturvedi/articleshow/69443137.cms,2019-05-22T15:00:44+05:30,"Tweets claiming that Anil Ambani withdrew defamation case only against former Congress leader Priyanka Chaturvedi,  are going viral.",https://twitter.com/Brahmeme/status/1130866814576021504,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-who-is-behind-the-propaganda-video-claiming-bjp-will-replace-evms/articleshow/69431201.cms,2019-05-21T19:18:25+05:30,BJP will replace EVMs in strong rooms to ensure winning Lok Sabha Election 2019,,,https://static.toiimg.com/img/69431715/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-kejriwal-tweet-that-he-wants-to-kill-his-pso/articleshow/69431077.cms,2019-05-21T18:30:52+05:30,A screenshot getting circulated on WhatsApp shows Kejriwal saying he wants to kill his PSO instead of PM Modi.,https://twitter.com/Shivamshuklaa2z/status/1130725500811452416,,https://static.toiimg.com/img/69431173/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/this-story-has-been-removed/articleshow/68480349.cms,2019-05-20T21:26:57+05:30,This story has been removed,,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-video-of-mamata-banerjee-reciting-islamic-verses-is-clipped/articleshow/69411814.cms,2019-05-20T18:29:11+05:30,Mamata Banerjee recited Islamic verses to appease Muslims,https://twitter.com/madhukishwar/status/1130112293914566657,,https://static.toiimg.com/img/69413489/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-the-flyover-inaugurated-by-pm-modi-get-a-pothole/articleshow/69387154.cms,2019-05-18T16:50:33+05:30,"Photos of a pothole are being shared to claim Delhi-Meerut expressway inaugurated by PM Modi last year,  now has a pothole.",https://twitter.com/TrafficGGM/status/1125969988219576320,,https://static.toiimg.com/img/69387233/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-shivraj-singh-tweets-misleading-video-to-claim-rahul-gandhi-forgot-mp-cms-name/articleshow/69373323.cms,2019-05-17T15:49:58+05:30,A misleading video is being shared to make it look like Rahul made a blunder while taking MP's CM name.,https://twitter.com/ChouhanShivraj/status/1128894087413633024,,https://static.toiimg.com/img/69373358/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-old-speech-of-modi-edited-to-make-it-look-like-hes-talking-about-development-of-monkeys/articleshow/69358488.cms,2019-05-16T17:00:46+05:30,A video going viral is being shared with claim that Modi wants development of monkeys.,https://twitter.com/ameershahul/status/1128180642523557890,,https://static.toiimg.com/img/69358560/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-is-this-pm-modi-with-indira-gandhi-in-this-photo/articleshow/69340808.cms,2019-05-15T14:44:45+05:30,"In a photo going viral on Facebook,  one can see PM Narendra Modi with former PM Indira Gandhi.",,,https://static.toiimg.com/img/69340872/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-shivraj-singhs-wife-was-not-arrested-at-dubai-airport-with-gold-worth-rs-5-crore/articleshow/69308933.cms,2019-05-13T18:51:23+05:30,Fake claim is being made that Shivraj's wife was arrested in Dubai.,,https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fsailendra.sharma.106%2Fposts%2F1727559097390813&width=500,https://static.toiimg.com/img/69310478/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/female-polling-officers-photos-viral-with-false-claims/articleshow/69301722.cms,2019-05-13T12:23:35+05:30,Female polling officer ensured 100 percent polling in her booth,https://twitter.com/vinodkumarbhinc/status/1126800090167775233,https://www.facebook.com/watch/?v=904606073204188,https://static.toiimg.com/img/69303984/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-rajnath-singh-visit-a-madrassa-to-secure-votes/articleshow/69279545.cms,2019-05-11T13:17:15+05:30,Rajnath Singh visited madrassa to secure votes,https://twitter.com/kar_geet/status/1126524783447797760,https://www.facebook.com/cmkamlnath/photos/a.274566009963528/449287779158016/?type=3&theater,https://static.toiimg.com/img/69279791/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-rahul-gandhi-was-not-beaten-up-in-amethi/articleshow/69263254.cms,2019-05-10T14:29:38+05:30,Rahul Gandhi was beaten up in Uttar Pradesh's Amethi,https://twitter.com/RahulGandhi/status/1035477342704074752,https://www.facebook.com/groups/iSupportYogi/permalink/3144125795659381/,https://static.toiimg.com/img/69266405/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-old-video-shared-with-false-claim-that-gujarat-police-prevented-muslims-from-voting/articleshow/69253327.cms,2019-05-09T18:18:20+05:30,A video of police lathi-charging civilians is being used to claim that it stopped Muslims in Gujarat from voting.,https://twitter.com/pankajsule/status/1125766442379546625,,https://static.toiimg.com/img/69253585/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-pm-modi-does-not-spend-rs-80-lakh-on-makeup-artists/articleshow/69247481.cms,2019-05-09T14:08:05+05:30,PM Modi spends Rs 80 lakh on makeup every month,,https://www.facebook.com/alok.tewari.731/videos/416930345774496/,https://static.toiimg.com/img/69248902/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-is-this-the-person-who-slapped-arvind-kejriwal/articleshow/69216911.cms,2019-05-07T17:13:50+05:30,Photo of the man who slapped Delhi CM Arvind Kejriwal,,https://www.facebook.com/photo.php?fbid=284734422408497&set=a.114180986130509&type=3&theater,https://static.toiimg.com/img/69218516/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-teacher-hit-hindu-girls-for-not-wearing-hijab/articleshow/69201825.cms,2019-05-06T18:07:27+05:30,A video showing a man hitting some of the kids walking in front of him is being shared on social media platforms and WhatsApp with a claim that a 'teacher' was hitting 'Hindu' girls for not wearing hijab.,,,https://static.toiimg.com/img/69203245/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-pm-modi-meet-manmohan-singh-to-discuss-gdp/articleshow/70041485.cms,2019-07-02T16:50:34+05:30,A video of former PM Manmohan Singh and his wife Gursharan Kaur meeting PM Narendra Modi is being shared with a claim that Modi met Singh to discuss GDP.,https://twitter.com/khushboo_JK/status/1145635570518937602,,https://static.toiimg.com/img/70022479/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-india-gate-has-names-of-61395-muslim-freedom-fighters/articleshow/70021910.cms,2019-07-01T15:52:20+05:30,"Names of 61, 395 Muslim freedom fighters inscribed on India Gate",,https://www.facebook.com/permalink.php?story_fbid=1907187092723522&id=1755584341217132,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-nasa-developed-machine-to-produce-rain-generating-clouds/articleshow/69986747.cms,2019-06-28T16:07:54+05:30,NASA has developed a machine that produces rain-generating clouds,https://twitter.com/JayasreeVijayan/status/1143899344187211777,,https://static.toiimg.com/img/69989577/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-video-from-bangladesh-shared-with-claim-that-muslims-lynched-a-hindu-man/articleshow/69973316.cms,2019-06-27T17:24:43+05:30,Video from Bangladesh shared with claim that Muslim men lynched Hindu man,https://twitter.com/Nationalist_Om/status/1143479286071848960,,https://static.toiimg.com/img/69973780/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-2018-video-of-blind-couple-being-harassed-shared-with-misleading-claims/articleshow/69955078.cms,2019-06-26T13:05:03+05:30,A video being circulated on social media shows a blind couple being forced by a mob to chant ‘Jai Shri Ram’.,https://twitter.com/SanjayAzadSln/status/1143601696813113344,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-amit-shah-is-not-sleeping-in-parliament-in-this-photo/articleshow/69928205.cms,2019-06-24T17:22:39+05:30,Amit Shah dozed off in parliament,https://twitter.com/CitizenKamran/status/1142522395154010112,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-terror-attack-threat-in-south-indian-states/articleshow/69069625.cms,2019-04-27T15:10:11+05:30,Hoax call warning south Indian states of terror strikes,https://twitter.com/ANI/status/1121976445113290752,,https://static.toiimg.com/img/69070985/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-rahul-gandhi-claim-some-up-women-give-birth-to-52-children-in-a-year/articleshow/69038050.cms,2019-04-25T16:08:45+05:30,Rahul Gandhi claims some UP women give birth to 52 children in a year,https://twitter.com/RenukaJain6/status/1120954255014285312,,https://static.toiimg.com/img/69038983/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-pm-modis-mother-doesnt-have-a-portrait-of-jawaharlal-nehru-in-her-house/articleshow/69039071.cms,2019-04-25T14:28:18+05:30,"A photo shared by a Facebook page by the name of ‘I support Punya Prasun Bajpai’ shows PM Narendra Modi bowing to touch his mother Heeraben Modi’s feet. In this photo,  on the wall,  a portrait of Jawaharlal Nehru can be seen.",https://twitter.com/ANI/status/1120513202792620032,,https://static.toiimg.com/img/69039276/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-mamata-banerjee-ask-people-to-vote-for-bjp/articleshow/69027574.cms,2019-04-24T18:38:36+05:30,"West Bengal (WB) unit of the Bharatiya Janata Party (BJP) tweeted a 19-second video of WB Chief Minister Mamata Banejee from its verified Twitter account. It has been shared with the claim that Mamata,  while speaking at a rally ,made an appeal to the crowd to vote for the BJP.",https://twitter.com/BJP4Bengal/status/1120712814065270784,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-smriti-irani-say-she-will-commit-suicide-if-pm-modi-loses/articleshow/69021077.cms,2019-04-24T15:16:47+05:30,Smriti Irani said she will commit suicide if Narendra Modi loses in the Lok Sabha elections,https://twitter.com/Prakash19131016/status/1120675766985826306,,https://static.toiimg.com/img/69023489/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-women-beat-up-bjp-mla-with-shoes-in-himachal-pradesh/articleshow/69010012.cms,2019-04-23T18:04:08+05:30,A video is being shared with claim that some women beat up a BJP MLA with their footwear.,,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2F1924349931156973%2Fvideos%2F428156014661604%2F&show_text=0&width=261,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-indira-gandhi-invited-kiran-bedi-for-lunch-after-she-towed-away-pms-car/articleshow/69003837.cms,2019-04-23T13:40:28+05:30,Indira Gandhi invited Kiran Bedi for lunch after a PMO car was towed away by the latter,https://twitter.com/anandrai177/status/1119537374663458816?s=12,,https://static.toiimg.com/img/69004790/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-pm-modi-abuse-while-speaking-at-a-rally-in-gujarats-patan/articleshow/68993418.cms,2019-04-22T18:56:55+05:30,Pandhi tweeted a video of PM Modi talking at a rally accusing him of using a Hindi expletive.,https://twitter.com/GauravPandhi/status/1119905666670288896,,https://static.toiimg.com/img/68993530/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-yogi-adityanath-make-a-casteist-remark-against-akhilesh-yadav/articleshow/68990260.cms,2019-04-22T15:46:08+05:30,Fake claims were made that CM Yogi made casteist remarks against Akhilesh Yadav,https://twitter.com/iAnkurSingh/status/1119685290036088832,,https://static.toiimg.com/img/68990326/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-photo-from-moroccos-tangier-shared-as-uttarakhands-char-dham-expressway/articleshow/68986513.cms,2019-04-22T14:03:16+05:30,Photo shared as that of Uttarakhand's Char Dham expressway,https://twitter.com/iVictorTalukdar/status/1118908074629062656,https://www.facebook.com/photo.php?fbid=525138801352440&set=a.107266303139694&type=3&theater,https://static.toiimg.com/img/68988880/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-bse-run-a-ticker-that-read-dont-vote-for-modi/articleshow/68968569.cms,2019-04-20T22:13:53+05:30,An image circulating on WhatsApp and other social media platform shows the iconic Bombay Stock Exchange (BSE) building in Mumbai with the stock ticker reading “Don’t Vote for Modi”.,https://twitter.com/majoris2300/status/1119284711098990592,https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fdeeenaurduniya%2Fphotos%2Fa.678403718852132%2F3161798430512636%2F%3Ftype%3D3&width=500,https://static.toiimg.com/img/68968615/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-angry-mob-burn-evms-because-every-vote-was-going-to-bjp/articleshow/68924766.cms,2019-04-17T19:18:45+05:30,A video going viral claims angry mob burned EVMs as every vote was going to the BJP.,,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2F100028850587681%2Fvideos%2F189409938697358%2F&show_text=0&width=560,https://static.toiimg.com/img/68925144/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-these-arent-fake-fingers-made-to-cast-votes-in-indian-elections/articleshow/68901044.cms,2019-04-16T13:25:46+05:30,Fake fingers made to cast votes,https://twitter.com/tarunsinghal_ca/status/1118032452390248448,https://www.facebook.com/photo.php?fbid=2167660716653702&set=pb.100002293840561.-2207520000.1555401009.&type=3&theater,https://static.toiimg.com/img/68903342/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-photo-of-pm-modi-dining-with-pak-pm-imran-khan-is-doctored/articleshow/68885782.cms,2019-04-15T14:13:55+05:30,Photo showing PM Modi dining with Pak PM Imran Khan,https://twitter.com/QamarAb42592867/status/1116261860875988992,https://www.facebook.com/search/str/%E0%A4%B9%E0%A4%B0%E0%A5%80+%E0%A4%9F%E0%A5%8B%E0%A4%AA%E0%A5%80+%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A4%BE+%E0%A4%AE%E0%A5%8C%E0%A4%B2%E0%A4%BE%E0%A4%A8%E0%A4%BE+%E0%A4%95%E0%A5%81%E0%A4%9B+%E0%A4%9C%E0%A4%BE%E0%A4%A8%E0%A4%BE+%E0%A4%AA%E0%A4%B9%E0%A4%9A%E0%A4%BE%E0%A4%A8%E0%A4%BE+%E0%A4%B8%E0%A4%BE+%E0%A4%B2%E0%A4%97+%E0%A4%B0%E0%A4%B9%E0%A4%BE+%E0%A4%B9%E0%A5%88/keywords_search,https://static.toiimg.com/img/68886961/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-deepika-padukone-ranveer-singh-not-campaigning-for-the-bjp/articleshow/68861426.cms,2019-04-13T13:15:41+05:30,Deepika Padukone and Ranveer Singh campaigning for BJP,,https://www.facebook.com/anujsainibjp/posts/2226054881045183,https://static.toiimg.com/img/68862193/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-viral-photo-of-pm-modi-touching-sonia-gandhis-feet/articleshow/68850648.cms,2019-04-12T17:19:59+05:30,Doctored image of Modi touching Sonia's feet are going viral.,https://twitter.com/SheikhMdTajUdd1/status/1113373898714755073,,https://static.toiimg.com/img/68850882/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-burqa-clad-man-tried-to-vote-in-muzaffarnagar-posing-as-a-woman/articleshow/68833125.cms,2019-04-11T17:42:39+05:30,Burqa-clad man tried to vote in Mazaffarnagar posing as a woman,,https://www.facebook.com/indreshmishraofficial/photos/a.259422317556133/1222540804577608/?type=3&theater,https://static.toiimg.com/img/68834363/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-who-secured-the-53rd-rank-in-upsc-exam-2018/articleshow/68792394.cms,2019-04-09T18:08:37+05:30,Sumit Kumar Vishwakarma claimed to be the one who secured the 53rd rank in UPSC 2018 exam,,,https://static.toiimg.com/img/68807500/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-shabana-azmi-refuse-to-own-up-to-her-remarks-on-durga-ashtami/articleshow/68794359.cms,2019-04-09T15:41:08+05:30,Azmi lies about making a remark against Hindu goddesses,https://twitter.com/AzmiShabana/status/1115484380485562368,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-youth-congress-shares-2016-photo-to-claim-enormous-turnout-at-rahuls-recent-nagpur-rally/articleshow/68776983.cms,2019-04-08T15:18:36+05:30,Youth Congress used a three years old image to claim high turn out at Rahul's recent rally in Nagpur.,https://twitter.com/IYC/status/1113858884324618240,,https://static.toiimg.com/img/68777089/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-crowd-chant-modi-modi-when-asked-to-say-rahul-gandhi-zindabad-in-congress-rally/articleshow/68751412.cms,2019-04-06T13:39:49+05:30,These claims are accompanied with a now viral 41-second long clip,https://twitter.com/VishesharJaspal/status/1111313657772675072,,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/the-viral-whatsapp-forward-on-challenge-vote-and-tender-vote-is-a-hoax/articleshow/68737762.cms,2019-04-05T15:05:57+05:30,A WhatsApp message is making several fictitious claims about the concept of ‘challenge vote’ and ‘tender vote’.,,,https://static.toiimg.com/img/68737842/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-this-beggar-threaten-to-vote-for-congress-if-not-given-alms/articleshow/68725772.cms,2019-04-04T19:26:40+05:30,An image going viral shows an old beggar carrying a placard that reads “Give me some money or I’ll vote for Congress again and you will sit next to me. God bless!”,https://twitter.com/niissh/status/989743514933063681,,https://static.toiimg.com/img/68725773/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-old-photos-used-to-claim-hema-malini-visited-wheat-farm-in-helicopter/articleshow/68715929.cms,2019-04-04T13:13:14+05:30,FAKE ALERT: Old photos used to claim Hema Malini visited wheat farm in helicopter,https://twitter.com/payalmehta100/status/1113386900218417153,,https://static.toiimg.com/img/68718904/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-image-of-priyanka-gandhi-vadra-wearing-a-cross-is-digitally-manipulated/articleshow/68700404.cms,2019-04-03T13:24:33+05:30,FAKE ALERT: Image of Priyanka Gandhi Vadra wearing a cross is digitally manipulated,https://twitter.com/JYOTIBHATI_4BJP/status/1111279060666089472,https://www.facebook.com/Modika2019/photos/a.837501723003554/2176573345763045/?type=3&theater,https://static.toiimg.com/img/68701906/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-your-vehicle-wont-explode-if-fuel-tank-is-full-in-summer/articleshow/68683932.cms,2019-04-02T13:08:41+05:30,"FAKE ALERT: No,  your vehicle won't explode if fuel tank is full in summer",https://twitter.com/IndianOilcl/status/1005714934473379840,,https://static.toiimg.com/img/68684380/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-2018-video-of-evms-in-a-bus-shared-as-recent-to-claim-bjp-rigging-elections/articleshow/68671281.cms,2019-04-01T17:06:02+05:30,FAKE ALERT: 2018 video of EVMs in a bus shared as recent to claim BJP rigging elections,https://twitter.com/INCMP/status/1068527542124998657,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Fabdullah.ghalib.14%2Fvideos%2F2102359573216903%2F&show_text=0&width=261,https://static.toiimg.com/img/68671503/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-judge-who-acquitted-aseemanand-has-not-joined-the-bjp/articleshow/68647920.cms,2019-03-30T21:18:53+05:30,"FAKE ALERT: No ,  judge who acquitted Aseemanand has not joined the BJP",https://twitter.com/SauravDatta29/status/1111657518176993280,,https://static.toiimg.com/img/68648797/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-chris-gayle-is-not-campaigning-for-bjp/articleshow/68611641.cms,2019-03-28T14:51:11+05:30,"FAKE ALERT: No,  Chris Gayle is not campaigning for BJP",https://twitter.com/parira_kunal/status/989742534959054848,https://www.facebook.com/amitshahfansteam/photos/a.926601194179646/1151931424979954/?type=3&theater,https://static.toiimg.com/img/68612761/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-did-mukesh-ambani-use-armed-forces-in-his-son-akashs-wedding/articleshow/68610912.cms,2019-03-28T14:06:21+05:30,FACT CHECK: Did Mukesh Ambani ‘use’ armed forces in his son Akash’s wedding?,https://twitter.com/chilledharry211/status/1106463103712022528,https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fphoto.php%3Ffbid%3D679351822479460%26set%3Da.177332539348060%26type%3D3&width=500,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-people-posing-as-officials-from-ministry-of-home-affairs-looting-homes/articleshow/68592280.cms,2019-03-27T13:42:28+05:30,FAKE ALERT: People posing as officials from 'Department of Home Affairs' looting homes?,https://twitter.com/HomeAffairsSA/status/921330503441055746,,https://static.toiimg.com/img/68594777/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-randeep-surjewala-makes-false-claim-of-bjp-mp-threatening-to-shoot-protestors/articleshow/68579371.cms,2019-03-26T16:12:00+05:30,FAKE ALERT: Randeep Surjewala makes false claim of BJP MP threatening to shoot protestors,https://twitter.com/rssurjewala/status/1109750713121304576,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FKalrajMishra%2Fvideos%2F2236322613274736%2F&show_text=0&width=560,,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-ak-antony-splurged-rs-28-crore-of-governments-money-to-buy-wifes-paintings/articleshow/68563392.cms,2019-03-25T17:24:50+05:30,Fact Check: AK Antony splurged Rs 28 crore of government’s money to buy wife’s paintings?,https://twitter.com/Satyanewshi/status/1021773946356621313,https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fnavoothanfoundation%2Fposts%2F1128387340579938%3A0&width=500,https://static.toiimg.com/img/68563532/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-manufactured-tweet-from-tej-pratap-yadavs-verified-handle/articleshow/68558152.cms,2019-03-25T15:39:33+05:30,FAKE ALERT: Manufactured tweet from Tej Pratap Yadav's verified Twitter handle,https://twitter.com/TejYadav14/status/1110124503970009089,https://www.facebook.com/photo.php?fbid=1941674332609376&set=a.311059819004177&type=3&theater,https://static.toiimg.com/img/68562123/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-facebook-post-with-us-based-imams-photo-claims-congress-member-said-muslims-will-rule-india/articleshow/68493404.cms,2019-03-20T13:03:19+05:30,Facebook post with US-based Imam's photo claims Congress member said 'Muslims will rule India',,https://www.facebook.com/photo.php?fbid=2210722852327298&set=a.300405776692358&type=3&theater,https://static.toiimg.com/img/68495090/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-were-modi-modi-chants-raised-at-rahuls-rally/articleshow/68464073.cms,2019-03-18T15:29:21+05:30,Fact Check: Were ‘Modi-Modi’ chants raised at Rahul’s rally?,,https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2F100023493675738%2Fvideos%2F395783021214817%2F&show_text=0&width=476,https://static.toiimg.com/img/68464188/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-congress-tweets-manipulated-image-to-target-modi-government/articleshow/68426489.cms,2019-03-15T17:18:16+05:30,FAKE ALERT: Congress tweets manipulated image to target Modi government,https://twitter.com/INCIndia/status/1106505396229832704,,https://static.toiimg.com/img/68427060/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fact-check-do-paracetamol-tablets-contain-machupo-virus/articleshow/68425709.cms,2019-03-15T16:14:17+05:30,Fact Check: Do paracetamol tablets contain ‘machupo’ virus?,https://twitter.com/Olawoyin4u/status/836649863324581888,,https://static.toiimg.com/img/68425858/Master.jpg,
Times of India,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-old-wreckage-from-arizona-being-shared-as-indian-spy-drone-shot-down-by-pakistan/articleshow/68409718.cms,2019-03-14T16:58:15+05:30,FAKE ALERT: Old wreckage from Arizona being shared as Indian spy drone shot down by Pakistan,https://twitter.com/Jalalmughal/status/1105012612302077952,https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FBabaymojo%2Fposts%2F2319474671621233&width=500,,
